sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	bioproject_id	project_title	project_description	sample_source	library_strategy	library_source	library_selection	platform	instrument_model	env_biome	env_feature	env_material	file_number
D12Jenny03			metagenome	Homo sapiens	stool	2017-12-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				112
D12Jenny1			metagenome	Homo sapiens	stool	2017-04-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				113
D1Jenny02			metagenome	Homo sapiens	stool	2017-06-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				114
D1Jenny03			metagenome	Homo sapiens	stool	2018-01-09	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				115
D1Jenny1			metagenome	Homo sapiens	stool	2017-03-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				116
D2Jenny02			metagenome	Homo sapiens	stool	2017-06-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				117
D2Jenny03			metagenome	Homo sapiens	stool	2018-01-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				118
D2Jenny1			metagenome	Homo sapiens	stool	2017-04-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				119
D3Jenny02			metagenome	Homo sapiens	stool	2017-06-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				120
D3Jenny03			metagenome	Homo sapiens	stool	2018-01-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				121
D3Jenny1			metagenome	Homo sapiens	stool	2017-04-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				122
D4Jenny02			metagenome	Homo sapiens	stool	2017-05-23	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				123
D4Jenny03			metagenome	Homo sapiens	stool	2018-01-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				124
D4Jenny1			metagenome	Homo sapiens	stool	2017-04-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				125
D5Jenny02			metagenome	Homo sapiens	stool	2017-06-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				126
D5Jenny03			metagenome	Homo sapiens	stool	2018-01-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				127
D5Jenny1			metagenome	Homo sapiens	stool	2017-05-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				128
D6Jenny02			metagenome	Homo sapiens	stool	2017-06-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				129
D6Jenny03			metagenome	Homo sapiens	stool	2018-01-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				130
D6Jenny1			metagenome	Homo sapiens	stool	2017-04-20	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				131
D7Heidi5			metagenome	Homo sapiens	stool	2017-01-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				132
D7Jenny02			metagenome	Homo sapiens	stool	2017-06-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				133
D7Jenny03			metagenome	Homo sapiens	stool	2018-01-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				134
D7Jenny1			metagenome	Homo sapiens	stool	2017-04-24	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				135
D8Heidi5			metagenome	Homo sapiens	stool	2017-01-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				136
D8Jenny02			metagenome	Homo sapiens	stool	2017-06-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				137
D8Jenny1			metagenome	Homo sapiens	stool	2017-05-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				138
D9Heidi5			metagenome	Homo sapiens	stool	2016-12-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				139
D9Jenny02			metagenome	Homo sapiens	stool	2017-05-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				140
D9Jenny03			metagenome	Homo sapiens	stool	2018-01-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				141
D9Jenny1			metagenome	Homo sapiens	stool	2017-05-08	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				142
E10Heidi3			metagenome	Homo sapiens	stool	2016-11-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				143
E10Heidi5			metagenome	Homo sapiens	stool	2016-12-07	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				144
E10Jenny02			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				145
E10Jenny03			metagenome	Homo sapiens	stool	2017-12-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				146
E10Jenny1			metagenome	Homo sapiens	stool	2017-08-13	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				147
E11Heidi5			metagenome	Homo sapiens	stool	2016-12-01	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				148
E11Jenny02			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				149
E11Jenny03			metagenome	Homo sapiens	stool	2017-09-27	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				150
E11Jenny1			metagenome	Homo sapiens	stool	2017-12-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				151
E12Heidi3			metagenome	Homo sapiens	stool	2017-08-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				152
E12Jenny02			metagenome	Homo sapiens	stool	2016-11-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				153
E12Jenny03			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				154
E12Jenny1			metagenome	Homo sapiens	stool	2017-12-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				155
E1Heidi5			metagenome	Homo sapiens	stool	2017-08-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				156
E1Jenny02			metagenome	Homo sapiens	stool	2016-12-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				157
E1Jenny03			metagenome	Homo sapiens	stool	2017-09-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				158
E1Jenny1			metagenome	Homo sapiens	stool	2017-12-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				159
E2Heidi5			metagenome	Homo sapiens	stool	2017-05-08	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				160
E2Jenny02			metagenome	Homo sapiens	stool	2017-01-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				161
E2Jenny03			metagenome	Homo sapiens	stool	2017-09-28	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				162
E2Jenny1			metagenome	Homo sapiens	stool	2017-12-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				163
E3Heidi5			metagenome	Homo sapiens	stool	2017-04-27	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				164
E3Jenny02			metagenome	Homo sapiens	stool	2016-12-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				165
E3Jenny03			metagenome	Homo sapiens	stool	2017-09-30	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				166
E3Jenny1			metagenome	Homo sapiens	stool	2017-12-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				167
E4Heidi5			metagenome	Homo sapiens	stool	2017-05-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				168
E4Jenny02			metagenome	Homo sapiens	stool	2016-12-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				169
E4Jenny1			metagenome	Homo sapiens	stool	2017-10-01	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				170
E5Heidi5			metagenome	Homo sapiens	stool	2017-04-30	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				171
E5Jenny02			metagenome	Homo sapiens	stool	2017-01-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				172
E5Jenny03			metagenome	Homo sapiens	stool	2017-10-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				173
E5Jenny1			metagenome	Homo sapiens	stool	2017-12-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				174
E6Heidi5			metagenome	Homo sapiens	stool	2017-05-09	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				175
E6Jenny02			metagenome	Homo sapiens	stool	2017-01-10	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				176
E6Jenny03			metagenome	Homo sapiens	stool	2017-10-02	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				177
E6Jenny1			metagenome	Homo sapiens	stool	2017-12-12	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				178
E7Heidi5			metagenome	Homo sapiens	stool	2017-05-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				179
E7Jenny02			metagenome	Homo sapiens	stool	2016-12-13	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				180
E7Jenny03			metagenome	Homo sapiens	stool	2017-10-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				181
E7Jenny1			metagenome	Homo sapiens	stool	2017-12-14	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				182
E8Heidi5			metagenome	Homo sapiens	stool	2017-05-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				183
E8Jenny02			metagenome	Homo sapiens	stool	2016-12-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				184
E8Jenny03			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				185
E8Jenny1			metagenome	Homo sapiens	stool	2017-12-13	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				186
E9Heidi5			metagenome	Homo sapiens	stool	2017-05-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				187
E9Jenny02			metagenome	Homo sapiens	stool	2017-01-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				188
E9Jenny1			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				189
F10Jenny02			metagenome	Homo sapiens	stool	2017-12-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				190
F10Jenny03			metagenome	Homo sapiens	stool	2017-08-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				191
F10Jenny1			metagenome	Homo sapiens	stool	2017-10-11	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				192
F11Jenny02			metagenome	Homo sapiens	stool	2018-01-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				193
F11Jenny03			metagenome	Homo sapiens	stool	2017-08-22	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				194
F11Jenny1			metagenome	Homo sapiens	stool	2017-10-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				195
F12Jenny02			metagenome	Homo sapiens	stool	2018-01-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				196
F12Jenny03			metagenome	Homo sapiens	stool	2017-08-23	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				197
F12Jenny1			metagenome	Homo sapiens	stool	2017-10-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				198
F1Jenny02			metagenome	Homo sapiens	stool	2018-01-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				199
F1Jenny03			metagenome	Homo sapiens	stool	2017-08-29	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				200
F1Jenny1			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				201
F2Heidi5			metagenome	Homo sapiens	stool	2017-12-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				202
F2Jenny02			metagenome	Homo sapiens	stool	2017-08-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				203
F2Jenny03			metagenome	Homo sapiens	stool	2016-12-06	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				204
F2Jenny1			metagenome	Homo sapiens	stool	2017-10-03	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				205
F3Jenny02			metagenome	Homo sapiens	stool	2017-12-20	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				206
F3Jenny03			metagenome	Homo sapiens	stool	2017-08-15	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				207
F3Jenny1			metagenome	Homo sapiens	stool	2017-10-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				208
F4Jenny02			metagenome	Homo sapiens	stool	2017-12-20	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				209
F4Jenny03			metagenome	Homo sapiens	stool	2017-08-17	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				210
F4Jenny1			metagenome	Homo sapiens	stool	2017-10-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				211
F5Jenny02			metagenome	Homo sapiens	stool	2017-12-19	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				212
F5Jenny03			metagenome	Homo sapiens	stool	2017-08-18	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				213
F5Jenny1			metagenome	Homo sapiens	stool	2017-10-05	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				214
F6Jenny02			metagenome	Homo sapiens	stool	2017-12-26	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				215
F6Jenny03			metagenome	Homo sapiens	stool	2017-08-16	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				216
F6Jenny1			metagenome	Homo sapiens	stool	2017-10-09	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				217
F7Jenny02			metagenome	Homo sapiens	stool	2017-12-27	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				218
F7Jenny03			metagenome	Homo sapiens	stool	2017-08-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				219
F7Jenny1			metagenome	Homo sapiens	stool	2017-10-09	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				220
F8Jenny02			metagenome	Homo sapiens	stool	2017-12-28	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				221
F8Jenny03			metagenome	Homo sapiens	stool	2017-08-21	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				222
F8Jenny1			metagenome	Homo sapiens	stool	2017-10-04	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				223
