sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	bioproject_id	project_title	project_description	sample_source	library_strategy	library_source	library_selection	platform	instrument_model	env_biome	env_feature	env_material	file_number		
H5Jenny02			metagenome	Homo sapiens	stool	11/14/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				111		
H5Jenny1			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				112		
H6Jenny02			metagenome	Homo sapiens	stool	11/17/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				113		
H6Jenny1			metagenome	Homo sapiens	stool	6/22/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				114		
H7Jenny1			metagenome	Homo sapiens	stool	11/16/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				115		
H8Jenny02			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				116		
H8Jenny1			metagenome	Homo sapiens	stool	6/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				117		
H9Jenny02			metagenome	Homo sapiens	stool	11/26/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				118		
H9Jenny1			metagenome	Homo sapiens	stool	6/28/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				119		
IBD_007			metagenome	Homo sapiens	stool	11/20/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				120		
IBD_204			metagenome	Homo sapiens	stool	6/27/2017	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				121		
IBD_516			metagenome	Homo sapiens	stool	9/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				122		
IBD_520_CDC_491_Pellet			metagenome	Homo sapiens	stool	9/27/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				123		
IBD_525_A.N			metagenome	Homo sapiens	stool	9/14/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				125		126
IBD_533			metagenome	Homo sapiens	stool	9/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				127		
IBD_UCC0621241_Supernatant			metagenome	Homo sapiens	stool	10/5/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				128		
IBD048			metagenome	Homo sapiens	stool	10/25/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				129		
IBD289			metagenome	Homo sapiens	stool	9/21/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				130		
IBD290			metagenome	Homo sapiens	stool	10/27/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				131		
IBD334			metagenome	Homo sapiens	stool	11/21/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				132		
IBD405			metagenome	Homo sapiens	stool	12/5/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				133		
IBD423			metagenome	Homo sapiens	stool	11/7/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				134		
IBD527			metagenome	Homo sapiens	stool	10/25/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				135		
IBD528			metagenome	Homo sapiens	stool	11/9/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				136		
IBD531			metagenome	Homo sapiens	stool	10/26/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				137		
IBD535			metagenome	Homo sapiens	stool	10/24/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				138		
IBD538			metagenome	Homo sapiens	stool	11/8/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				139		
IBD548			metagenome	Homo sapiens	stool	12/4/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				140		
IBD559			metagenome	Homo sapiens	stool	11/15/2016	"USA: Ohio, Cincinnati"	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				141		
																	Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				143		
