sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	bioproject_id	project_title	project_description	sample_source	library_strategy	library_source	library_selection	platform	instrument_model	file_number
D1Jenny03			metagenome	Homo sapiens	stool	2018-01-09	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	115
D1Jenny1			metagenome	Homo sapiens	stool	2017-03-06	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	116
D2Jenny02			metagenome	Homo sapiens	stool	2017-06-18	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	117
D2Jenny03			metagenome	Homo sapiens	stool	2018-01-10	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	118
D2Jenny1			metagenome	Homo sapiens	stool	2017-04-11	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	119
D3Jenny02			metagenome	Homo sapiens	stool	2017-06-11	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	120
D3Jenny03			metagenome	Homo sapiens	stool	2018-01-14	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	121
D3Jenny1			metagenome	Homo sapiens	stool	2017-04-21	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	122
D4Jenny02			metagenome	Homo sapiens	stool	2017-05-23	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	123
D4Jenny03			metagenome	Homo sapiens	stool	2018-01-14	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	124
D4Jenny1			metagenome	Homo sapiens	stool	2017-04-21	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	125
D5Jenny02			metagenome	Homo sapiens	stool	2017-06-12	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	126
D5Jenny03			metagenome	Homo sapiens	stool	2018-01-16	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	127
D5Jenny1			metagenome	Homo sapiens	stool	2017-05-03	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	128
D6Jenny02			metagenome	Homo sapiens	stool	2017-06-11	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	129
D6Jenny03			metagenome	Homo sapiens	stool	2018-01-16	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	130
D6Jenny1			metagenome	Homo sapiens	stool	2017-04-20	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	131
D7Heidi5			metagenome	Homo sapiens	stool	2017-01-17	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	132
D7Jenny02			metagenome	Homo sapiens	stool	2017-06-11	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	133
D7Jenny03			metagenome	Homo sapiens	stool	2018-01-16	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	134
D7Jenny1			metagenome	Homo sapiens	stool	2017-04-24	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	135
D8Heidi5			metagenome	Homo sapiens	stool	2017-01-04	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	136
D8Jenny02			metagenome	Homo sapiens	stool	2017-06-06	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	137
D8Jenny1			metagenome	Homo sapiens	stool	2017-05-07	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	138
D9Heidi5			metagenome	Homo sapiens	stool	2016-12-29	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	139
D9Jenny02			metagenome	Homo sapiens	stool	2017-05-29	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	140
D9Jenny03			metagenome	Homo sapiens	stool	2018-01-17	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	141
D9Jenny1			metagenome	Homo sapiens	stool	2017-05-08	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	142
E10Heidi3			metagenome	Homo sapiens	stool	2016-11-21	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	143
E10Heidi5			metagenome	Homo sapiens	stool	2016-12-07	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	144
E10Jenny02			metagenome	Homo sapiens	stool	2017-10-03	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	145
E10Jenny03			metagenome	Homo sapiens	stool	2017-12-18	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	146
E10Jenny1			metagenome	Homo sapiens	stool	2017-08-13	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	147
E11Heidi5			metagenome	Homo sapiens	stool	2016-12-01	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	148
E11Jenny02			metagenome	Homo sapiens	stool	2017-10-03	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000	149
