sample_name	project_title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	library_ID	title
D12Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D12Jenny03_R1.fastq.gz	D12Jenny03_R2.fastq.gz							D12Jenny03	Metagenome-Human-Stool
D12Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D12Jenny1_R1.fastq.gz	D12Jenny1_R2.fastq.gz							D12Jenny1	Metagenome-Human-Stool
D1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny02_R1.fastq.gz	D1Jenny02_R2.fastq.gz							D1Jenny02	Metagenome-Human-Stool
D1Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny03_R1.fastq.gz	D1Jenny03_R2.fastq.gz							D1Jenny03	Metagenome-Human-Stool
D1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny1_R1.fastq.gz	D1Jenny1_R2.fastq.gz							D1Jenny1	Metagenome-Human-Stool
D2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny02_R1.fastq.gz	D2Jenny02_R2.fastq.gz							D2Jenny02	Metagenome-Human-Stool
D2Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny03_R1.fastq.gz	D2Jenny03_R2.fastq.gz							D2Jenny03	Metagenome-Human-Stool
D2Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny1_R1.fastq.gz	D2Jenny1_R2.fastq.gz							D2Jenny1	Metagenome-Human-Stool
D3Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny02_R1.fastq.gz	D3Jenny02_R2.fastq.gz							D3Jenny02	Metagenome-Human-Stool
D3Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny03_R1.fastq.gz	D3Jenny03_R2.fastq.gz							D3Jenny03	Metagenome-Human-Stool
D3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny1_R1.fastq.gz	D3Jenny1_R2.fastq.gz							D3Jenny1	Metagenome-Human-Stool
D4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny02_R1.fastq.gz	D4Jenny02_R2.fastq.gz							D4Jenny02	Metagenome-Human-Stool
D4Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny03_R1.fastq.gz	D4Jenny03_R2.fastq.gz							D4Jenny03	Metagenome-Human-Stool
D4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny1_R1.fastq.gz	D4Jenny1_R2.fastq.gz							D4Jenny1	Metagenome-Human-Stool
D5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny02_R1.fastq.gz	D5Jenny02_R2.fastq.gz							D5Jenny02	Metagenome-Human-Stool
D5Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny03_R1.fastq.gz	D5Jenny03_R2.fastq.gz							D5Jenny03	Metagenome-Human-Stool
D5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny1_R1.fastq.gz	D5Jenny1_R2.fastq.gz							D5Jenny1	Metagenome-Human-Stool
D6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny02_R1.fastq.gz	D6Jenny02_R2.fastq.gz							D6Jenny02	Metagenome-Human-Stool
D6Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny03_R1.fastq.gz	D6Jenny03_R2.fastq.gz							D6Jenny03	Metagenome-Human-Stool
D6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny1_R1.fastq.gz	D6Jenny1_R2.fastq.gz							D6Jenny1	Metagenome-Human-Stool
D7Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Heidi5_R1.fastq.gz	D7Heidi5_R2.fastq.gz							D7Heidi5	Metagenome-Human-Stool
D7Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny02_R1.fastq.gz	D7Jenny02_R2.fastq.gz							D7Jenny02	Metagenome-Human-Stool
D7Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny03_R1.fastq.gz	D7Jenny03_R2.fastq.gz							D7Jenny03	Metagenome-Human-Stool
D7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny1_R1.fastq.gz	D7Jenny1_R2.fastq.gz							D7Jenny1	Metagenome-Human-Stool
D8Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Heidi5_R1.fastq.gz	D8Heidi5_R2.fastq.gz							D8Heidi5	Metagenome-Human-Stool
D8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Jenny02_R1.fastq.gz	D8Jenny02_R2.fastq.gz							D8Jenny02	Metagenome-Human-Stool
D8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Jenny1_R1.fastq.gz	D8Jenny1_R2.fastq.gz							D8Jenny1	Metagenome-Human-Stool
D9Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Heidi5_R1.fastq.gz	D9Heidi5_R2.fastq.gz							D9Heidi5	Metagenome-Human-Stool
D9Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny02_R1.fastq.gz	D9Jenny02_R2.fastq.gz							D9Jenny02	Metagenome-Human-Stool
D9Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny03_R1.fastq.gz	D9Jenny03_R2.fastq.gz							D9Jenny03	Metagenome-Human-Stool
D9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny1_R1.fastq.gz	D9Jenny1_R2.fastq.gz							D9Jenny1	Metagenome-Human-Stool
E10Heidi3	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Heidi3_R1.fastq.gz	E10Heidi3_R2.fastq.gz							E10Heidi3	Metagenome-Human-Stool
E10Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Heidi5_R1.fastq.gz	E10Heidi5_R2.fastq.gz							E10Heidi5	Metagenome-Human-Stool
E10Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny02_R1.fastq.gz	E10Jenny02_R2.fastq.gz							E10Jenny02	Metagenome-Human-Stool
E10Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny03_R1.fastq.gz	E10Jenny03_R2.fastq.gz							E10Jenny03	Metagenome-Human-Stool
E10Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny1_R1.fastq.gz	E10Jenny1_R2.fastq.gz							E10Jenny1	Metagenome-Human-Stool
E11Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Heidi5_R1.fastq.gz	E11Heidi5_R2.fastq.gz							E11Heidi5	Metagenome-Human-Stool
E11Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Jenny02_R1.fastq.gz	E11Jenny02_R2.fastq.gz							E11Jenny02	Metagenome-Human-Stool
