sample_name	project_title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	library_ID	title
D12Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D12Jenny03_R1.fastq.gz	D12Jenny03_R2.fastq.gz							D12Jenny03	Metagenome-Human-Stool
D12Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D12Jenny1_R1.fastq.gz	D12Jenny1_R2.fastq.gz							D12Jenny1	Metagenome-Human-Stool
D1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny02_R1.fastq.gz	D1Jenny02_R2.fastq.gz							D1Jenny02	Metagenome-Human-Stool
D1Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny03_R1.fastq.gz	D1Jenny03_R2.fastq.gz							D1Jenny03	Metagenome-Human-Stool
D1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D1Jenny1_R1.fastq.gz	D1Jenny1_R2.fastq.gz							D1Jenny1	Metagenome-Human-Stool
D2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny02_R1.fastq.gz	D2Jenny02_R2.fastq.gz							D2Jenny02	Metagenome-Human-Stool
D2Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny03_R1.fastq.gz	D2Jenny03_R2.fastq.gz							D2Jenny03	Metagenome-Human-Stool
D2Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D2Jenny1_R1.fastq.gz	D2Jenny1_R2.fastq.gz							D2Jenny1	Metagenome-Human-Stool
D3Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny02_R1.fastq.gz	D3Jenny02_R2.fastq.gz							D3Jenny02	Metagenome-Human-Stool
D3Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny03_R1.fastq.gz	D3Jenny03_R2.fastq.gz							D3Jenny03	Metagenome-Human-Stool
D3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D3Jenny1_R1.fastq.gz	D3Jenny1_R2.fastq.gz							D3Jenny1	Metagenome-Human-Stool
D4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny02_R1.fastq.gz	D4Jenny02_R2.fastq.gz							D4Jenny02	Metagenome-Human-Stool
D4Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny03_R1.fastq.gz	D4Jenny03_R2.fastq.gz							D4Jenny03	Metagenome-Human-Stool
D4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D4Jenny1_R1.fastq.gz	D4Jenny1_R2.fastq.gz							D4Jenny1	Metagenome-Human-Stool
D5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny02_R1.fastq.gz	D5Jenny02_R2.fastq.gz							D5Jenny02	Metagenome-Human-Stool
D5Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny03_R1.fastq.gz	D5Jenny03_R2.fastq.gz							D5Jenny03	Metagenome-Human-Stool
D5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D5Jenny1_R1.fastq.gz	D5Jenny1_R2.fastq.gz							D5Jenny1	Metagenome-Human-Stool
D6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny02_R1.fastq.gz	D6Jenny02_R2.fastq.gz							D6Jenny02	Metagenome-Human-Stool
D6Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny03_R1.fastq.gz	D6Jenny03_R2.fastq.gz							D6Jenny03	Metagenome-Human-Stool
D6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D6Jenny1_R1.fastq.gz	D6Jenny1_R2.fastq.gz							D6Jenny1	Metagenome-Human-Stool
D7Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Heidi5_R1.fastq.gz	D7Heidi5_R2.fastq.gz							D7Heidi5	Metagenome-Human-Stool
D7Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny02_R1.fastq.gz	D7Jenny02_R2.fastq.gz							D7Jenny02	Metagenome-Human-Stool
D7Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny03_R1.fastq.gz	D7Jenny03_R2.fastq.gz							D7Jenny03	Metagenome-Human-Stool
D7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D7Jenny1_R1.fastq.gz	D7Jenny1_R2.fastq.gz							D7Jenny1	Metagenome-Human-Stool
D8Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Heidi5_R1.fastq.gz	D8Heidi5_R2.fastq.gz							D8Heidi5	Metagenome-Human-Stool
D8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Jenny02_R1.fastq.gz	D8Jenny02_R2.fastq.gz							D8Jenny02	Metagenome-Human-Stool
D8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D8Jenny1_R1.fastq.gz	D8Jenny1_R2.fastq.gz							D8Jenny1	Metagenome-Human-Stool
D9Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Heidi5_R1.fastq.gz	D9Heidi5_R2.fastq.gz							D9Heidi5	Metagenome-Human-Stool
D9Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny02_R1.fastq.gz	D9Jenny02_R2.fastq.gz							D9Jenny02	Metagenome-Human-Stool
D9Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny03_R1.fastq.gz	D9Jenny03_R2.fastq.gz							D9Jenny03	Metagenome-Human-Stool
D9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		D9Jenny1_R1.fastq.gz	D9Jenny1_R2.fastq.gz							D9Jenny1	Metagenome-Human-Stool
E10Heidi3	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Heidi3_R1.fastq.gz	E10Heidi3_R2.fastq.gz							E10Heidi3	Metagenome-Human-Stool
E10Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Heidi5_R1.fastq.gz	E10Heidi5_R2.fastq.gz							E10Heidi5	Metagenome-Human-Stool
E10Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny02_R1.fastq.gz	E10Jenny02_R2.fastq.gz							E10Jenny02	Metagenome-Human-Stool
E10Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny03_R1.fastq.gz	E10Jenny03_R2.fastq.gz							E10Jenny03	Metagenome-Human-Stool
E10Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E10Jenny1_R1.fastq.gz	E10Jenny1_R2.fastq.gz							E10Jenny1	Metagenome-Human-Stool
E11Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Heidi5_R1.fastq.gz	E11Heidi5_R2.fastq.gz							E11Heidi5	Metagenome-Human-Stool
E11Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Jenny02_R1.fastq.gz	E11Jenny02_R2.fastq.gz							E11Jenny02	Metagenome-Human-Stool
E11Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Jenny03_R1.fastq.gz	E11Jenny03_R2.fastq.gz							E11Jenny03	Metagenome-Human-Stool
E11Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E11Jenny1_R1.fastq.gz	E11Jenny1_R2.fastq.gz							E11Jenny1	Metagenome-Human-Stool
E12Heidi3	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E12Heidi3_R1.fastq.gz	E12Heidi3_R2.fastq.gz							E12Heidi3	Metagenome-Human-Stool
E12Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E12Jenny02_R1.fastq.gz	E12Jenny02_R2.fastq.gz							E12Jenny02	Metagenome-Human-Stool
E12Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E12Jenny03_R1.fastq.gz	E12Jenny03_R2.fastq.gz							E12Jenny03	Metagenome-Human-Stool
E12Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E12Jenny1_R1.fastq.gz	E12Jenny1_R2.fastq.gz							E12Jenny1	Metagenome-Human-Stool
E1Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E1Heidi5_R1.fastq.gz	E1Heidi5_R2.fastq.gz							E1Heidi5	Metagenome-Human-Stool
E1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E1Jenny02_R1.fastq.gz	E1Jenny02_R2.fastq.gz							E1Jenny02	Metagenome-Human-Stool
E1Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E1Jenny03_R1.fastq.gz	E1Jenny03_R2.fastq.gz							E1Jenny03	Metagenome-Human-Stool
E1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E1Jenny1_R1.fastq.gz	E1Jenny1_R2.fastq.gz							E1Jenny1	Metagenome-Human-Stool
E2Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E2Heidi5_R1.fastq.gz	E2Heidi5_R2.fastq.gz							E2Heidi5	Metagenome-Human-Stool
E2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E2Jenny02_R1.fastq.gz	E2Jenny02_R2.fastq.gz							E2Jenny02	Metagenome-Human-Stool
E2Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E2Jenny03_R1.fastq.gz	E2Jenny03_R2.fastq.gz							E2Jenny03	Metagenome-Human-Stool
E2Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E2Jenny1_R1.fastq.gz	E2Jenny1_R2.fastq.gz							E2Jenny1	Metagenome-Human-Stool
E3Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E3Heidi5_R1.fastq.gz	E3Heidi5_R2.fastq.gz							E3Heidi5	Metagenome-Human-Stool
E3Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E3Jenny02_R1.fastq.gz	E3Jenny02_R2.fastq.gz							E3Jenny02	Metagenome-Human-Stool
E3Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E3Jenny03_R1.fastq.gz	E3Jenny03_R2.fastq.gz							E3Jenny03	Metagenome-Human-Stool
E3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E3Jenny1_R1.fastq.gz	E3Jenny1_R2.fastq.gz							E3Jenny1	Metagenome-Human-Stool
E4Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E4Heidi5_R1.fastq.gz	E4Heidi5_R2.fastq.gz							E4Heidi5	Metagenome-Human-Stool
E4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E4Jenny02_R1.fastq.gz	E4Jenny02_R2.fastq.gz							E4Jenny02	Metagenome-Human-Stool
E4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E4Jenny1_R1.fastq.gz	E4Jenny1_R2.fastq.gz							E4Jenny1	Metagenome-Human-Stool
E5Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E5Heidi5_R1.fastq.gz	E5Heidi5_R2.fastq.gz							E5Heidi5	Metagenome-Human-Stool
E5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E5Jenny02_R1.fastq.gz	E5Jenny02_R2.fastq.gz							E5Jenny02	Metagenome-Human-Stool
E5Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E5Jenny03_R1.fastq.gz	E5Jenny03_R2.fastq.gz							E5Jenny03	Metagenome-Human-Stool
E5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E5Jenny1_R1.fastq.gz	E5Jenny1_R2.fastq.gz							E5Jenny1	Metagenome-Human-Stool
E6Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E6Heidi5_R1.fastq.gz	E6Heidi5_R2.fastq.gz							E6Heidi5	Metagenome-Human-Stool
E6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E6Jenny02_R1.fastq.gz	E6Jenny02_R2.fastq.gz							E6Jenny02	Metagenome-Human-Stool
E6Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E6Jenny03_R1.fastq.gz	E6Jenny03_R2.fastq.gz							E6Jenny03	Metagenome-Human-Stool
E6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E6Jenny1_R1.fastq.gz	E6Jenny1_R2.fastq.gz							E6Jenny1	Metagenome-Human-Stool
E7Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E7Heidi5_R1.fastq.gz	E7Heidi5_R2.fastq.gz							E7Heidi5	Metagenome-Human-Stool
E7Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E7Jenny02_R1.fastq.gz	E7Jenny02_R2.fastq.gz							E7Jenny02	Metagenome-Human-Stool
E7Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E7Jenny03_R1.fastq.gz	E7Jenny03_R2.fastq.gz							E7Jenny03	Metagenome-Human-Stool
E7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E7Jenny1_R1.fastq.gz	E7Jenny1_R2.fastq.gz							E7Jenny1	Metagenome-Human-Stool
E8Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E8Heidi5_R1.fastq.gz	E8Heidi5_R2.fastq.gz							E8Heidi5	Metagenome-Human-Stool
E8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E8Jenny02_R1.fastq.gz	E8Jenny02_R2.fastq.gz							E8Jenny02	Metagenome-Human-Stool
E8Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E8Jenny03_R1.fastq.gz	E8Jenny03_R2.fastq.gz							E8Jenny03	Metagenome-Human-Stool
E8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E8Jenny1_R1.fastq.gz	E8Jenny1_R2.fastq.gz							E8Jenny1	Metagenome-Human-Stool
E9Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E9Heidi5_R1.fastq.gz	E9Heidi5_R2.fastq.gz							E9Heidi5	Metagenome-Human-Stool
E9Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E9Jenny02_R1.fastq.gz	E9Jenny02_R2.fastq.gz							E9Jenny02	Metagenome-Human-Stool
E9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		E9Jenny1_R1.fastq.gz	E9Jenny1_R2.fastq.gz							E9Jenny1	Metagenome-Human-Stool
F10Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F10Jenny02_R1.fastq.gz	F10Jenny02_R2.fastq.gz							F10Jenny02	Metagenome-Human-Stool
F10Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F10Jenny03_R1.fastq.gz	F10Jenny03_R2.fastq.gz							F10Jenny03	Metagenome-Human-Stool
F10Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F10Jenny1_R1.fastq.gz	F10Jenny1_R2.fastq.gz							F10Jenny1	Metagenome-Human-Stool
F11Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F11Jenny02_R1.fastq.gz	F11Jenny02_R2.fastq.gz							F11Jenny02	Metagenome-Human-Stool
F11Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F11Jenny03_R1.fastq.gz	F11Jenny03_R2.fastq.gz							F11Jenny03	Metagenome-Human-Stool
F11Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F11Jenny1_R1.fastq.gz	F11Jenny1_R2.fastq.gz							F11Jenny1	Metagenome-Human-Stool
F12Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F12Jenny02_R1.fastq.gz	F12Jenny02_R2.fastq.gz							F12Jenny02	Metagenome-Human-Stool
F12Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F12Jenny03_R1.fastq.gz	F12Jenny03_R2.fastq.gz							F12Jenny03	Metagenome-Human-Stool
F12Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F12Jenny1_R1.fastq.gz	F12Jenny1_R2.fastq.gz							F12Jenny1	Metagenome-Human-Stool
F1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F1Jenny02_R1.fastq.gz	F1Jenny02_R2.fastq.gz							F1Jenny02	Metagenome-Human-Stool
F1Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F1Jenny03_R1.fastq.gz	F1Jenny03_R2.fastq.gz							F1Jenny03	Metagenome-Human-Stool
F1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F1Jenny1_R1.fastq.gz	F1Jenny1_R2.fastq.gz							F1Jenny1	Metagenome-Human-Stool
F2Heidi5	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F2Heidi5_R1.fastq.gz	F2Heidi5_R2.fastq.gz							F2Heidi5	Metagenome-Human-Stool
F2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F2Jenny02_R1.fastq.gz	F2Jenny02_R2.fastq.gz							F2Jenny02	Metagenome-Human-Stool
F2Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F2Jenny03_R1.fastq.gz	F2Jenny03_R2.fastq.gz							F2Jenny03	Metagenome-Human-Stool
F2Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F2Jenny1_R1.fastq.gz	F2Jenny1_R2.fastq.gz							F2Jenny1	Metagenome-Human-Stool
F3Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F3Jenny02_R1.fastq.gz	F3Jenny02_R2.fastq.gz							F3Jenny02	Metagenome-Human-Stool
F3Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F3Jenny03_R1.fastq.gz	F3Jenny03_R2.fastq.gz							F3Jenny03	Metagenome-Human-Stool
F3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F3Jenny1_R1.fastq.gz	F3Jenny1_R2.fastq.gz							F3Jenny1	Metagenome-Human-Stool
F4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F4Jenny02_R1.fastq.gz	F4Jenny02_R2.fastq.gz							F4Jenny02	Metagenome-Human-Stool
F4Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F4Jenny03_R1.fastq.gz	F4Jenny03_R2.fastq.gz							F4Jenny03	Metagenome-Human-Stool
F4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F4Jenny1_R1.fastq.gz	F4Jenny1_R2.fastq.gz							F4Jenny1	Metagenome-Human-Stool
F5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F5Jenny02_R1.fastq.gz	F5Jenny02_R2.fastq.gz							F5Jenny02	Metagenome-Human-Stool
F5Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F5Jenny03_R1.fastq.gz	F5Jenny03_R2.fastq.gz							F5Jenny03	Metagenome-Human-Stool
F5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F5Jenny1_R1.fastq.gz	F5Jenny1_R2.fastq.gz							F5Jenny1	Metagenome-Human-Stool
F6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F6Jenny02_R1.fastq.gz	F6Jenny02_R2.fastq.gz							F6Jenny02	Metagenome-Human-Stool
F6Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F6Jenny03_R1.fastq.gz	F6Jenny03_R2.fastq.gz							F6Jenny03	Metagenome-Human-Stool
F6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F6Jenny1_R1.fastq.gz	F6Jenny1_R2.fastq.gz							F6Jenny1	Metagenome-Human-Stool
F7Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F7Jenny02_R1.fastq.gz	F7Jenny02_R2.fastq.gz							F7Jenny02	Metagenome-Human-Stool
F7Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F7Jenny03_R1.fastq.gz	F7Jenny03_R2.fastq.gz							F7Jenny03	Metagenome-Human-Stool
F7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F7Jenny1_R1.fastq.gz	F7Jenny1_R2.fastq.gz							F7Jenny1	Metagenome-Human-Stool
F8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F8Jenny02_R1.fastq.gz	F8Jenny02_R2.fastq.gz							F8Jenny02	Metagenome-Human-Stool
F8Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F8Jenny03_R1.fastq.gz	F8Jenny03_R2.fastq.gz							F8Jenny03	Metagenome-Human-Stool
F8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F8Jenny1_R1.fastq.gz	F8Jenny1_R2.fastq.gz							F8Jenny1	Metagenome-Human-Stool
