sample_name,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,filename,filename2,filename3,filename4,assembly,fasta_file
N22_2_4,N22_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N22_2_4_R1.fastq.gz,N22_2_4_R2.fastq.gz,,,,
N23_1_4,N23_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N23_1_4_R1.fastq.gz,N23_1_4_R2.fastq.gz,,,,
N23_2_2,N23_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N23_2_2_R1.fastq.gz,N23_2_2_R2.fastq.gz,,,,
N23_2_3,N23_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N23_2_3_R1.fastq.gz,N23_2_3_R2.fastq.gz,,,,
N23_2_4,N23_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N23_2_4_R1.fastq.gz,N23_2_4_R2.fastq.gz,,,,
N24_1_2,N24_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N24_1_2_R1.fastq.gz,N24_1_2_R2.fastq.gz,,,,
N24_1_3,N24_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N24_1_3_R1.fastq.gz,N24_1_3_R2.fastq.gz,,,,
N24_1_4,N24_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N24_1_4_R1.fastq.gz,N24_1_4_R2.fastq.gz,,,,
N24_2_3,N24_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N24_2_3_R1.fastq.gz,N24_2_3_R2.fastq.gz,,,,
N24_2_4,N24_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N24_2_4_R1.fastq.gz,N24_2_4_R2.fastq.gz,,,,
N25_1_2,N25_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_1_2_R1.fastq.gz,N25_1_2_R2.fastq.gz,,,,
N25_1_3,N25_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_1_3_R1.fastq.gz,N25_1_3_R2.fastq.gz,,,,
N25_1_4,N25_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_1_4_R1.fastq.gz,N25_1_4_R2.fastq.gz,,,,
N25_2_2,N25_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_2_2_R1.fastq.gz,N25_2_2_R2.fastq.gz,,,,
N25_2_3,N25_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_2_3_R1.fastq.gz,N25_2_3_R2.fastq.gz,,,,
N25_2_4,N25_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N25_2_4_R1.fastq.gz,N25_2_4_R2.fastq.gz,,,,
N26_1_4,N26_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N26_1_4_R1.fastq.gz,N26_1_4_R2.fastq.gz,,,,
N27_1_2,N27_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N27_1_2_R1.fastq.gz,N27_1_2_R2.fastq.gz,,,,
N27_1_3,N27_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N27_1_3_R1.fastq.gz,N27_1_3_R2.fastq.gz,,,,
N27_1_4,N27_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N27_1_4_R1.fastq.gz,N27_1_4_R2.fastq.gz,,,,
N27_2_3,N27_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N27_2_3_R1.fastq.gz,N27_2_3_R2.fastq.gz,,,,
N27_2_4,N27_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N27_2_4_R1.fastq.gz,N27_2_4_R2.fastq.gz,,,,
N28_1_2,N28_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_1_2_R1.fastq.gz,N28_1_2_R2.fastq.gz,,,,
N28_1_3,N28_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_1_3_R1.fastq.gz,N28_1_3_R2.fastq.gz,,,,
N28_1_4,N28_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_1_4_R1.fastq.gz,N28_1_4_R2.fastq.gz,,,,
N28_2_2,N28_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_2_2_R1.fastq.gz,N28_2_2_R2.fastq.gz,,,,
N28_2_3,N28_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_2_3_R1.fastq.gz,N28_2_3_R2.fastq.gz,,,,
N28_2_4,N28_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N28_2_4_R1.fastq.gz,N28_2_4_R2.fastq.gz,,,,
N29_1_2,N29_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_1_2_R1.fastq.gz,N29_1_2_R2.fastq.gz,,,,
N29_1_3,N29_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_1_3_R1.fastq.gz,N29_1_3_R2.fastq.gz,,,,
N29_1_4,N29_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_1_4_R1.fastq.gz,N29_1_4_R2.fastq.gz,,,,
N29_2_2,N29_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_2_2_R1.fastq.gz,N29_2_2_R2.fastq.gz,,,,
N29_2_3,N29_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_2_3_R1.fastq.gz,N29_2_3_R2.fastq.gz,,,,
N29_2_4,N29_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N29_2_4_R1.fastq.gz,N29_2_4_R2.fastq.gz,,,,
N30_1_2,N30_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N30_1_2_R1.fastq.gz,N30_1_2_R2.fastq.gz,,,,
N30_1_3,N30_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N30_1_3_R1.fastq.gz,N30_1_3_R2.fastq.gz,,,,
N30_1_4,N30_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N30_1_4_R1.fastq.gz,N30_1_4_R2.fastq.gz,,,,
N30_2_2,N30_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N30_2_2_R1.fastq.gz,N30_2_2_R2.fastq.gz,,,,
N30_2_4,N30_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N30_2_4_R1.fastq.gz,N30_2_4_R2.fastq.gz,,,,
N31_1_2,N31_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_1_2_R1.fastq.gz,N31_1_2_R2.fastq.gz,,,,
N31_1_3,N31_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_1_3_R1.fastq.gz,N31_1_3_R2.fastq.gz,,,,
N31_1_4,N31_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_1_4_R1.fastq.gz,N31_1_4_R2.fastq.gz,,,,
N31_2_2,N31_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_2_2_R1.fastq.gz,N31_2_2_R2.fastq.gz,,,,
N31_2_3,N31_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_2_3_R1.fastq.gz,N31_2_3_R2.fastq.gz,,,,
N31_2_4,N31_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N31_2_4_R1.fastq.gz,N31_2_4_R2.fastq.gz,,,,
N32_1_2,N32_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N32_1_2_R1.fastq.gz,N32_1_2_R2.fastq.gz,,,,
N32_1_3,N32_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N32_1_3_R1.fastq.gz,N32_1_3_R2.fastq.gz,,,,
N32_1_4,N32_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N32_1_4_R1.fastq.gz,N32_1_4_R2.fastq.gz,,,,
N32_2_3,N32_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N32_2_3_R1.fastq.gz,N32_2_3_R2.fastq.gz,,,,
N32_2_4,N32_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N32_2_4_R1.fastq.gz,N32_2_4_R2.fastq.gz,,,,
N33_1_2,N33_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N33_1_2_R1.fastq.gz,N33_1_2_R2.fastq.gz,,,,
N33_1_3,N33_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N33_1_3_R1.fastq.gz,N33_1_3_R2.fastq.gz,,,,
N33_1_4,N33_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N33_1_4_R1.fastq.gz,N33_1_4_R2.fastq.gz,,,,
N33_2_3,N33_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N33_2_3_R1.fastq.gz,N33_2_3_R2.fastq.gz,,,,
N33_2_4,N33_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N33_2_4_R1.fastq.gz,N33_2_4_R2.fastq.gz,,,,
N34_1_2,N34_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_1_2_R1.fastq.gz,N34_1_2_R2.fastq.gz,,,,
N34_1_3,N34_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_1_3_R1.fastq.gz,N34_1_3_R2.fastq.gz,,,,
N34_1_4,N34_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_1_4_R1.fastq.gz,N34_1_4_R2.fastq.gz,,,,
N34_2_2,N34_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_2_2_R1.fastq.gz,N34_2_2_R2.fastq.gz,,,,
N34_2_3,N34_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_2_3_R1.fastq.gz,N34_2_3_R2.fastq.gz,,,,
N34_2_4,N34_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N34_2_4_R1.fastq.gz,N34_2_4_R2.fastq.gz,,,,
N35_1_2,N35_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_1_2_R1.fastq.gz,N35_1_2_R2.fastq.gz,,,,
N35_1_3,N35_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_1_3_R1.fastq.gz,N35_1_3_R2.fastq.gz,,,,
N35_1_4,N35_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_1_4_R1.fastq.gz,N35_1_4_R2.fastq.gz,,,,
N35_2_2,N35_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_2_2_R1.fastq.gz,N35_2_2_R2.fastq.gz,,,,
N35_2_3,N35_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_2_3_R1.fastq.gz,N35_2_3_R2.fastq.gz,,,,
N35_2_4,N35_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N35_2_4_R1.fastq.gz,N35_2_4_R2.fastq.gz,,,,
N36_1_2,N36_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_1_2_R1.fastq.gz,N36_1_2_R2.fastq.gz,,,,
N36_1_3,N36_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_1_3_R1.fastq.gz,N36_1_3_R2.fastq.gz,,,,
N36_1_4,N36_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_1_4_R1.fastq.gz,N36_1_4_R2.fastq.gz,,,,
N36_2_2,N36_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_2_2_R1.fastq.gz,N36_2_2_R2.fastq.gz,,,,
N36_2_3,N36_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_2_3_R1.fastq.gz,N36_2_3_R2.fastq.gz,,,,
N36_2_4,N36_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N36_2_4_R1.fastq.gz,N36_2_4_R2.fastq.gz,,,,
N37_1_2,N37_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N37_1_2_R1.fastq.gz,N37_1_2_R2.fastq.gz,,,,
N37_1_3,N37_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N37_1_3_R1.fastq.gz,N37_1_3_R2.fastq.gz,,,,
N37_1_4,N37_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N37_1_4_R1.fastq.gz,N37_1_4_R2.fastq.gz,,,,
N37_2_4,N37_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N37_2_4_R1.fastq.gz,N37_2_4_R2.fastq.gz,,,,
N38_1_2,N38_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_1_2_R1.fastq.gz,N38_1_2_R2.fastq.gz,,,,
N38_1_3,N38_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_1_3_R1.fastq.gz,N38_1_3_R2.fastq.gz,,,,
N38_1_4,N38_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_1_4_R1.fastq.gz,N38_1_4_R2.fastq.gz,,,,
N38_2_2,N38_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_2_2_R1.fastq.gz,N38_2_2_R2.fastq.gz,,,,
N38_2_3,N38_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_2_3_R1.fastq.gz,N38_2_3_R2.fastq.gz,,,,
N38_2_4,N38_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N38_2_4_R1.fastq.gz,N38_2_4_R2.fastq.gz,,,,
N54_1_2,N54_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_1_2_R1.fastq.gz,N54_1_2_R2.fastq.gz,,,,
N54_1_3,N54_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_1_3_R1.fastq.gz,N54_1_3_R2.fastq.gz,,,,
N54_1_4,N54_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_1_4_R1.fastq.gz,N54_1_4_R2.fastq.gz,,,,
N54_2_2,N54_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_2_2_R1.fastq.gz,N54_2_2_R2.fastq.gz,,,,
N54_2_3,N54_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_2_3_R1.fastq.gz,N54_2_3_R2.fastq.gz,,,,
N54_2_4,N54_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N54_2_4_R1.fastq.gz,N54_2_4_R2.fastq.gz,,,,
N55_1_2,N55_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_1_2_R1.fastq.gz,N55_1_2_R2.fastq.gz,,,,
N55_1_3,N55_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_1_3_R1.fastq.gz,N55_1_3_R2.fastq.gz,,,,
N55_1_4,N55_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_1_4_R1.fastq.gz,N55_1_4_R2.fastq.gz,,,,
N55_2_2,N55_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_2_2_R1.fastq.gz,N55_2_2_R2.fastq.gz,,,,
N55_2_3,N55_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_2_3_R1.fastq.gz,N55_2_3_R2.fastq.gz,,,,
N55_2_4,N55_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N55_2_4_R1.fastq.gz,N55_2_4_R2.fastq.gz,,,,
N56_1_2,N56_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_1_2_R1.fastq.gz,N56_1_2_R2.fastq.gz,,,,
N56_1_3,N56_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_1_3_R1.fastq.gz,N56_1_3_R2.fastq.gz,,,,
N56_1_4,N56_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_1_4_R1.fastq.gz,N56_1_4_R2.fastq.gz,,,,
N56_2_2,N56_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_2_2_R1.fastq.gz,N56_2_2_R2.fastq.gz,,,,
N56_2_3,N56_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_2_3_R1.fastq.gz,N56_2_3_R2.fastq.gz,,,,
N56_2_4,N56_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N56_2_4_R1.fastq.gz,N56_2_4_R2.fastq.gz,,,,
N57_1_2,N57_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_1_2_R1.fastq.gz,N57_1_2_R2.fastq.gz,,,,
N57_1_3,N57_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_1_3_R1.fastq.gz,N57_1_3_R2.fastq.gz,,,,
N57_1_4,N57_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_1_4_R1.fastq.gz,N57_1_4_R2.fastq.gz,,,,
N57_2_2,N57_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_2_2_R1.fastq.gz,N57_2_2_R2.fastq.gz,,,,
N57_2_3,N57_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_2_3_R1.fastq.gz,N57_2_3_R2.fastq.gz,,,,
N57_2_4,N57_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N57_2_4_R1.fastq.gz,N57_2_4_R2.fastq.gz,,,,
N58_1_2,N58_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_1_2_R1.fastq.gz,N58_1_2_R2.fastq.gz,,,,
N58_1_3,N58_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_1_3_R1.fastq.gz,N58_1_3_R2.fastq.gz,,,,
N58_1_4,N58_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_1_4_R1.fastq.gz,N58_1_4_R2.fastq.gz,,,,
N58_2_2,N58_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_2_2_R1.fastq.gz,N58_2_2_R2.fastq.gz,,,,
N58_2_3,N58_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_2_3_R1.fastq.gz,N58_2_3_R2.fastq.gz,,,,
N58_2_4,N58_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N58_2_4_R1.fastq.gz,N58_2_4_R2.fastq.gz,,,,
N59_1_2,N59_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_1_2_R1.fastq.gz,N59_1_2_R2.fastq.gz,,,,
N59_1_3,N59_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_1_3_R1.fastq.gz,N59_1_3_R2.fastq.gz,,,,
N59_1_4,N59_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_1_4_R1.fastq.gz,N59_1_4_R2.fastq.gz,,,,
N59_2_2,N59_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_2_2_R1.fastq.gz,N59_2_2_R2.fastq.gz,,,,
N59_2_3,N59_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_2_3_R1.fastq.gz,N59_2_3_R2.fastq.gz,,,,
N59_2_4,N59_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N59_2_4_R1.fastq.gz,N59_2_4_R2.fastq.gz,,,,
N60_1_2,N60_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_1_2_R1.fastq.gz,N60_1_2_R2.fastq.gz,,,,
N60_1_3,N60_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_1_3_R1.fastq.gz,N60_1_3_R2.fastq.gz,,,,
N60_1_4,N60_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_1_4_R1.fastq.gz,N60_1_4_R2.fastq.gz,,,,
N60_2_2,N60_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_2_2_R1.fastq.gz,N60_2_2_R2.fastq.gz,,,,
N60_2_3,N60_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_2_3_R1.fastq.gz,N60_2_3_R2.fastq.gz,,,,
